,headline,cleaned headline,score,sentiment
656,Godrej Consumer Q3 preview: Street expects consolidated sales to grow,godrej consum q preview street expect consolid sale grow,0.0,Neutral
657,"Jefferies’ Chris Wood bullish on India; expects Sensex at 1,00,000 by FY27",jefferi chri wood bullish india expect sensex fy,0.0,Neutral
658,"January life insurance data: Industry premium up 2.6%, private companies’ premium up 9%",januari life insur data industri premium privat compani premium,0.0,Neutral
659,See gross margins growing quarter on quarter: Marico CEO Gupta,see gross margin grow quarter quarter marico ceo gupta,0.0,Neutral
660,Bank of Baroda shares hit 52-week high,bank baroda share hit week high,0.16,Positive
661,"Should you buy, sell or hold SBI shares now? Here's what brokerages say",buy sell hold sbi share brokerag say,0.0,Neutral
662,"Closing Bell: Sensex sheds 1,024 pts, Nifty below 17,250 as market extends losses to 3rd day",close bell sensex shed pt nifti market extend loss rd day,0.0,Neutral
663,Inside Out: Decoding MapmyIndia and understanding Indian Energy Exchange,insid decod mapmyindia understand indian energi exchang,0.0,Neutral
664,"IndiGo, Bank of Baroda and more: Key stocks that moved the most on Feb 7",indigo bank baroda key stock move feb,0.0,Neutral
665,"Stock Market Highlights: Sensex ends 1,024 pts lower, Nifty gives up 17,250; HDFC, Bajaj twins fall 3%",stock market highlight sensex end pt lower nifti give hdfc bajaj twin fall,0.0,Neutral
666,Mahindra Lifespace reports Q3 net profit of Rs 25 cr,mahindra lifespac report q net profit rs cr,0.0,Neutral
667,Aluminum prices firm,aluminum price firm,-0.2,Negative
668,LIC IPO: DRHP expected soon,lic ipo drhp expect soon,0.0,Neutral
669,Birla Corp Q3 net slips 59%,birla corp q net slip,0.0,Neutral
670,May consider merging Tata Steel & Tata Steel Longs: TV Narendran,may consid merg tata steel tata steel long tv narendran,-0.05,Negative
671,Traditional stocks better than new age IPOs,tradit stock better new age ipo,0.3181818181818182,Positive
672,IndiGo shares surge 11% post strong Q3 earnings,indigo share surg post strong q earn,0.4333333333333333,Positive
673,CreditAccess shares rally 20%,creditaccess share ralli,0.0,Neutral
674,"IOL Chemicals Q3: Revenue rises 8%, margins decline; management confident of delivering 15% EBIT",iol chemic q revenu rise margin declin manag confid deliv ebit,0.0,Neutral
675,January general insurance data back to pre-COVID levels,januari gener insur data back pre covid level,0.0,Neutral
676,"CMS Info Systems eyes Rs 2,500-2,700 crore topline by FY25",cm info system eye rs crore toplin fy,0.0,Neutral
677,Capital expenditure done right will result in multiplier effect: FICCI chairman,capit expenditur done right result multipli effect ficci chairman,0.2857142857142857,Positive
678,Here’s how to participate in LIC's mega IPO,particip lic mega ipo,0.0,Neutral
679,RBI monetary policy: Citizen's MPC divided on reverse repo rate hike possibility on Feb 9,rbi monetari polici citizen mpc divid revers repo rate hike possibl feb,0.0,Neutral
680,Goldman Sachs upgrades rating on Paytm shares to 'buy',goldman sach upgrad rate paytm share buy,0.0,Neutral
681,"Expect FY22 topline at Rs 6,500 crore, maintain 3-year revenue guidance: Aarti Industries",expect fy toplin rs crore maintain year revenu guidanc aarti industri,0.0,Neutral
682,Tata Steel shares rise 3% on strong Q3 numbers,tata steel share rise strong q number,0.4333333333333333,Positive
683,Paytm parent One 97 Communications shares dip post Q3 results,paytm parent one commun share dip post q result,0.0,Neutral
684,Long-term strong growth to continue: Affle India,long term strong growth continu affl india,0.19166666666666665,Positive
685,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Sun Pharma, Dabur, PNB and more",top stock tip sudarshan sukhani mitessh thakkar sun pharma dabur pnb,0.5,Positive
686,Gold prices gain as inflation worries outweigh higher yields,gold price gain inflat worri outweigh higher yield,0.25,Positive
687,"Oil prices rise on fears of tight supply, shrugging off US-Iran talks",oil price rise fear tight suppli shrug us iran talk,-0.17857142857142858,Negative
688,Here's a look at top buzzing stocks for trade on Feb 7,look top buzz stock trade feb,0.5,Positive
689,Saudi Aramco raises March crude prices to Asia,saudi aramco rais march crude price asia,-0.7,Negative
690,"MarketBuzz Podcast With Reema Tendulkar: Sensex, Nifty50 likely to make muted start; Nalco, TVS Motor in focus",marketbuzz podcast reema tendulkar sensex nifti like make mute start nalco tv motor focu,0.0,Neutral
691,Commodities round-up: Crude oil prices at 7-year high,commod round crude oil price year high,-0.24666666666666662,Negative
692,"Key bond market deals: IDFC First Bank, Shriram Transport Finance, IOC",key bond market deal idfc first bank shriram transport financ ioc,0.125,Positive
693,10 things to know before opening bell on Feb 7,thing know open bell feb,0.0,Neutral
694,Trade setup for Feb 7: Can Nifty make a comeback soon? Check out key market cues before Monday’s opening bell,trade setup feb nifti make comeback soon check key market cue monday open bell,0.0,Neutral
695,"Tata Steel, SBI, Paytm, YES Bank, IndiGo and more: Top stocks to watch out for on Feb 7",tata steel sbi paytm ye bank indigo top stock watch feb,0.5,Positive
696,Asian stock markets fall as US jobs stunner hammers bonds,asian stock market fall us job stunner hammer bond,0.0,Neutral
697,"Countdown to LIC listing: Embedded value seen at Rs 5.40 lakh crore, draft prospectus likely next week",countdown lic list embed valu seen rs lakh crore draft prospectu like next week,0.0,Neutral
698,"D-Street week ahead: With Budget now behind, RBI policy review to take centre stage",street week ahead budget behind rbi polici review take centr stage,-0.4,Negative
699,BOTTOMLINE: There’s more to DB Realty than meets the eye,bottomlin db realti meet eye,0.0,Neutral
700,IPO-bound LIC ropes in 6 independent directors on its board,ipo bound lic rope independ director board,0.0,Neutral
701,Zerodha co-founder says Facebook’s decline in daily active users a natural consequence of growth,zerodha co founder say facebook declin daili activ user natur consequ growth,0.0,Neutral
702,"Bitcoin mimics stocks rally, hits 2-week high",bitcoin mimic stock ralli hit week high,0.16,Positive
703,Oil hits seven-year highs as rally extends to a 7th week,oil hit seven year high ralli extend th week,0.16,Positive
704,"Apart from Meta, these US stocks have had biggest single-day drops",apart meta us stock biggest singl day drop,0.0,Neutral
705,Amazon shares surge with record $190 billion gain in value after Meta sell-off,amazon share surg record billion gain valu meta sell,0.0,Neutral
706,"Paytm Q3 results: Firm posts net loss of Rs 778 crore, revenue jumps 89 percent to Rs 1,456 crore",paytm q result firm post net loss rs crore revenu jump percent rs crore,-0.1,Negative
707,SEBI lays guidelines for mutual funds with respect to Indian Accounting Standards,sebi lay guidelin mutual fund respect indian account standard,0.0,Neutral
708,Vedant Fashions IPO: Manyavar parent firm's issue subscribed 13% on Day 1,vedant fashion ipo manyavar parent firm issu subscrib day,-0.2,Negative
709,Godrej Properties calls off Rs 400 crore investment in DB Realty,godrej properti call rs crore invest db realti,0.0,Neutral
710,"News wrap Feb 4: Govt, RBI mull 2 versions of digital rupee; Tata Steel Q3 profit jumps 139% YoY; NEET PG exam 2022 postponed and more",news wrap feb govt rbi mull version digit rupe tata steel q profit jump yoy neet pg exam postpon,0.0,Neutral
711,Top News Podcast: Delhi eases COVID-19 curbs,top news podcast delhi eas covid curb,0.5,Positive
712,'Who broke The Facebook again?' Meta share slide triggers memefest on Twitter,broke facebook meta share slide trigger memefest twitter,0.0,Neutral
713,"Taking Stock: Indraprastha Gas, metals and IT sector in focus; what experts say",take stock indraprastha ga metal sector focu expert say,0.0,Neutral
714,"Sensex, Nifty50 finish Budget week over 2% higher; ITC surges 8%",sensex nifti finish budget week higher itc surg,0.25,Positive
715,View: Budget 2022 - Approaching an Amrut Kal,view budget approach amrut kal,0.0,Neutral
716,Rupee surges 18 paise to close at 74.70 against US dollar,rupe surg pais close us dollar,0.0,Neutral
717,Budget 2022: All virtual digital assets to be taxed at 30%,budget virtual digit asset tax,0.0,Neutral
718,GAIL: Looking at 10% transmission volume growth in FY23,gail look transmiss volum growth fy,0.0,Neutral
719,"Godrej Properties, Paytm, SBI, and more: Key stocks that moved the most on Friday",godrej properti paytm sbi key stock move friday,0.0,Neutral
720,"Closing bell: Sensex, Nifty settle lower; post over 2% weekly gains; SBI dips ahead of Q3 results",close bell sensex nifti settl lower post weekli gain sbi dip ahead q result,0.0,Neutral
721,"Stock Market Highlights: Sensex ends 143 pts lower, Nifty gives up 17,550; Tata Steel up 1%, SBI down 2%",stock market highlight sensex end pt lower nifti give tata steel sbi,0.0,Neutral
722,Godrej Properties shares tumble,godrej properti share tumbl,0.0,Neutral
723,"Should you buy, hold or sell ITC shares now? Here's what brokerages say after company's Q3 results",buy hold sell itc share brokerag say compani q result,0.0,Neutral
724,SBI MF likely to file IPO papers by June 2022,sbi mf like file ipo paper june,0.0,Neutral
725,Harsha Engineers files draft papers with Sebi to raise Rs 755 cr via IPO,harsha engin file draft paper sebi rais rs cr via ipo,0.0,Neutral
726,"Tata Steel shares rise 3% ahead of Q3 earnings; should you buy, sell or hold?",tata steel share rise ahead q earn buy sell hold,0.0,Neutral
727,"Sensex @ 1,00,000 eminently achievable on 5-year view: Jefferies' Christopher Wood",sensex emin achiev year view jefferi christoph wood,0.0,Neutral
728,Bank of India Q3 net profit grows 90%,bank india q net profit grow,0.0,Neutral
729,Digital asset taxation positive development,digit asset taxat posit develop,0.0,Neutral
730,Vedant Fashions IPO opens today: Key things to know,vedant fashion ipo open today key thing know,0.0,Neutral
731,View: Analyzing Budget 22-23 from wealth creation perspective,view analyz budget wealth creation perspect,0.0,Neutral
732,Changes in business mix impacted Lupin's margins: MD Nilesh Gupta,chang busi mix impact lupin margin md nilesh gupta,0.0,Neutral
733,Titan Company shares surge post Q3 results,titan compani share surg post q result,0.0,Neutral
734,"Devyani International Q3 Earnings: Net profit up 44% at Rs 63 crore, revenue up 65%",devyani intern q earn net profit rs crore revenu,0.0,Neutral
735,Paytm Q3 results today: Shares gain over 1% ahead of quarterly earnings,paytm q result today share gain ahead quarterli earn,0.0,Neutral
736,"Mukesh Ambani, Gautam Adani now richer than Meta's Mark Zuckerberg",mukesh ambani gautam adani richer meta mark zuckerberg,0.0,Neutral
737,Tata Mutual Fund: Going to be year of cyclicals,tata mutual fund go year cyclic,0.0,Neutral
738,SBI shares hit 52-week high ahead of Q3 results,sbi share hit week high ahead q result,0.16,Positive
739,IOC expects crude oil prices to settle at $75-80/bbl in coming days,ioc expect crude oil price settl bbl come day,-0.7,Negative
740,"Countdown begins for LIC IPO, draft prospectus likely next week",countdown begin lic ipo draft prospectu like next week,0.0,Neutral
741,"Edelweiss upgrades ITC after budget, Q3 numbers; here's why",edelweiss upgrad itc budget q number,0.0,Neutral
742,Vedant Fashions IPO opens,vedant fashion ipo open,0.0,Neutral
743,"Remain positive on India, Budget 2022 good: Bank Julius Baer's Mark Matthews",remain posit india budget good bank juliu baer mark matthew,0.7,Positive
744,"Opening Bell: Sensex, Nifty flat; Godrej Properties tanks 10%; auto, IT stocks under pressure",open bell sensex nifti flat godrej properti tank auto stock pressur,-0.0125,Negative
745,"Godrej Properties Q3 net profit rises 171%; shares tank 10%, CLSA says 'sell'",godrej properti q net profit rise share tank clsa say sell,0.0,Neutral
746,"Top stock tips by Shrikant Chouhan, Mitessh Thakkar: ITC, SAIL, Hero MotoCorp and more",top stock tip shrikant chouhan mitessh thakkar itc sail hero motocorp,0.5,Positive
747,Commodities round-up: Crude oil price above $90/bbl for first time since 2014,commod round crude oil price bbl first time sinc,-0.21666666666666665,Negative
748,Asian stocks mixed amid Wall Street rout after $250 billion Meta wipeout,asian stock mix amid wall street rout billion meta wipeout,0.0,Neutral
749,"Friday’s top brokerage calls: ITC, Titan, Godrej Properties and more",friday top brokerag call itc titan godrej properti,0.5,Positive
750,"Key bond market deals: ICICI Securities, GIC Housing Finance, CanFin Homes",key bond market deal icici secur gic hous financ canfin home,0.0,Neutral
751,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty50 likely to open higher; Tata Steel, IndiGo in focus",marketbuzz podcast sonia shenoy sensex nifti like open higher tata steel indigo focu,0.125,Positive
752,10 things to know before opening bell on Friday,thing know open bell friday,0.0,Neutral
753,"Tata Steel, IndiGo, Paytm, Devyani International, and more: Top stocks to watch out for on Feb 4",tata steel indigo paytm devyani intern top stock watch feb,0.5,Positive
754,Trade setup for Feb 4: Will Nifty fall more? Check out key market cues before Friday’s opening bell,trade setup feb nifti fall check key market cue friday open bell,0.0,Neutral
755,Zuckerberg loses $29 billion in a day as Meta shares fall,zuckerberg lose billion day meta share fall,0.0,Neutral
756,Facebook-owner Meta was popular stock for hedge funds before the slide,facebook owner meta popular stock hedg fund slide,0.6,Positive
